Price_Sales,EV_Revenue,Beta,Ticker,MarketCap,GrossMargin,Return_6M,IndexSource,QualityScore,PB,ROE,Momentum_10,Volatility,Sector,BB_Percent,PE,EV_EBITDA,FCF_Yield,Company,SignalScore,ProfitMargin,RSI_14,ValueScore,MACD,SMA20_above_SMA50,ExtractionDate
3.2570126853522336,3.578,1.076,MMM,79839150080.0,0.41210997,0.1273379272855623,SP500,0.3655826994887955,17.884268,0.93824,0.2262812881559734,0.0216042477502986,Industrials,0.5833386710045978,18.451494,16.45966222222222,0.004690681196189407,3M,0.6091590871663508,0.17791,55.17437991648139,0.872143827814228,2.543372205472594,1.0,2025-05-30
2.4029840639461506,2.444,1.278,AOS,9139028992.0,0.38042,-0.1297244581039662,SP500,0.3229004251248815,4.9264593,0.27969998,-7.360992142228974,0.016590257196201,Industrials,0.0106387424890282,17.963686,12.087812431798671,0.037744711861835395,A. O. Smith,0.7349543308782209,0.13741,41.047870782216314,0.8819741212795437,-0.146472509983937,1.0,2025-05-30
5.488565511089254,5.617,0.743,ABT,232407826432.0,0.55989,0.1548926018885159,SP500,0.4405081754540732,4.7613616,0.30649,0.172475228355463,0.0142538512903702,Health Care,0.618219271198283,17.325552,21.58028114705471,0.025955988129190682,Abbott Laboratories,0.6101797770295383,0.31886,55.10358306031237,0.8721771441315155,0.6943678004039668,1.0,2025-05-30
5.730554209865115,6.847,0.551,ABBV,328744697856.0,0.71015,0.0430829897555231,SP500,0.4607878506894789,231.48009,0.884,2.438357614025186,0.018240591738337,Health Care,0.5062931127179416,79.534195,14.352471074414183,0.05153353224702297,AbbVie,0.6187848866572552,0.073130004,50.54045984722648,0.7288672043601521,-0.8778923186290228,0.0,2025-05-30
2.950508171192427,2.966,1.344,ACN,198337560576.0,0.32182997,-0.1152134538280621,SP500,0.3050281473387294,6.7861886,0.26965,-1.9770379319314753,0.0188914218538688,Information Technology,0.5848858057605006,26.097198,17.381379849271866,0.04336669588463619,Accenture,0.6204951561827996,0.114300005,55.85085855404241,0.8746850348111154,3.50250426427857,1.0,2025-05-30
8.027923504407982,7.955,1.551,ADBE,176911351808.0,0.89155,-0.1958737184775358,SP500,0.3688589381712732,13.788991,0.47284,2.5698667705511595,0.024663687880161,Information Technology,0.7325971777654611,27.434896,20.230933096223858,0.047240467559538916,Adobe Inc.,0.5348692129452497,0.30635,66.13362463591076,0.8546137603020506,10.058873963130225,1.0,2025-05-30
6.469824768695934,6.511,1.968,AMD,179537641472.0,0.53578,-0.2205405796148761,SP500,0.2478590601085354,3.0915487,0.03904,-3.7046652630455914,0.0370807615224991,Information Technology,0.5578424414321309,80.82482,30.739761589879297,0.01869037006662099,Advanced Micro Devices,0.6335572414470552,0.080249995,55.597972980491,0.8328928955567704,3.6856546458909634,1.0,2025-05-30
0.5927306815797703,3.439,0.938,AES,7183303168.0,0.17625,-0.1980242231562993,SP500,0.3271367112826088,2.0714433,0.05583,-18.629028524245864,0.0315062437687829,Utilities,0.3019701864433517,5.4836955,13.36159822791206,-0.802172775565081,AES Corporation,0.7995153518990659,0.10669,43.39127528625309,0.8873601280254522,-0.2073316046689939,0.0,2025-05-30
3.3144876265099894,3.51,0.829,AFL,55978381312.0,0.45408002,-0.0601962943416541,SP500,0.3957328335933335,2.1326468,0.14408,-1.5771221842530154,0.0159982100738532,Financials,0.3334945659896982,16.102644,12.798471333580846,0.09432212715425793,Aflac,0.6704061189771271,0.21274,45.8894744136144,0.88088955032314,-0.8895909144196708,0.0,2025-05-30
4.7945257711826486,5.156,1.269,A,31778115584.0,0.53349,-0.1949771936569622,SP500,0.3467094373968551,5.178844,0.18882999,-0.4270492441435404,0.0214340886528757,Health Care,0.6017632222185935,27.566502,19.527585206857143,0.031318722514216656,Agilent Technologies,0.6273398624919388,0.17592,52.600884185708146,0.8674837651157182,0.5583096206166402,1.0,2025-05-30
5.1635717458907155,6.472,0.89,APD,62069747712.0,0.31947002,-0.158762405491829,SP500,0.3561693938377998,4.2214317,0.095790006,1.6361744824261484,0.018270827359401,Materials,0.8984208098584247,40.188763,18.071620531715467,-0.06426077325957731,Air Products,0.5944825532367564,0.12755,56.21649893303416,0.8562834676467054,0.1699754688059442,0.0,2025-05-30
7.088717310541311,6.233,1.146,ABNB,79620472832.0,0.83048,-0.0617499829366592,SP500,0.4093569070361492,10.060833,0.3206,-5.694856106789889,0.0297499634734072,Consumer Discretionary,0.4532355672140624,32.741116,27.651432745655608,0.0401184503229452,Airbnb,0.6659940929263835,0.22596,52.0448205438303,0.8587617871491924,1.457844226249307,1.0,2025-05-30
2.688894359332341,3.588,0.821,AKAM,10807572480.0,0.59073,-0.2246502596900049,SP500,0.4013410818047748,2.41954,0.09821,-0.7580732124696073,0.0310147196117861,Information Technology,0.2597963759264063,25.479866,12.820106038032879,0.04760398220341151,Akamai Technologies,0.674331904846982,0.11262,44.06313173594099,0.8750204794080814,-0.7601374674503631,1.0,2025-05-30
3.901901579918242,9.591,1.289,ARE,12142097408.0,0.70521003,-0.3423292751466579,SP500,0.3471271489467464,0.6837466,0.01476,-1.914470603587905,0.0212926936881506,Real Estate,0.3089124292617741,92.35527,15.135327521965937,0.10369623547661791,Alexandria Real Estate Equities,0.696744695751073,0.0461,41.32255077231834,0.8172941839473998,-2.309112935324606,0.0,2025-05-30
3.294628842595141,3.144,1.683,ALGN,13115400192.0,0.70022005,-0.2272144746174207,SP500,0.3031873462849362,3.4839704,0.108430006,-3.0955434562497213,0.0265729518640711,Health Care,0.5120891898652392,32.958107,15.446346751052978,0.04803848108152337,Align Technology,0.644592511516233,0.10288,52.759757028638184,0.8715950355463384,1.2108015202977072,1.0,2025-05-30
3.214291075261669,3.662,1.036,ALLE,12279234560.0,0.4449,0.0241205248734495,SP500,0.3657468111035049,7.642459,0.42051998,-0.1469503243199957,0.0181583811543226,Industrials,0.5512723515107619,20.042135,15.166502000077996,0.04238049183417505,Allegion,0.6008558999355544,0.16279,57.25685680333193,0.8755919777194805,2.438594583016254,1.0,2025-05-30
3.919910044691396,6.496,0.577,LNT,15985393664.0,0.46493,0.0161701735887662,SP500,0.4235796427875857,2.2536485,0.10712,0.8426518643305462,0.0131195960194652,Utilities,0.6944632235843392,21.45862,15.06071551342479,-0.06693610570315199,Alliant Energy,0.6113095531810999,0.18269,54.02479292225848,0.8680591069641354,0.2464439420427808,1.0,2025-05-30
5.810255275074538,5.612,1.01,GOOGL,2090024435712.0,0.58591,0.0037602819373139,SP500,0.4071278279029377,6.0461187,0.34789002,4.745058831861385,0.0235174690356858,Communication Services,0.7852532488275429,19.188828,14.875583741489569,0.029032674942543787,Alphabet Inc. (Class A),0.549959077493613,0.30857,60.593054674493104,0.8705196951683569,3.497914893083305,1.0,2025-05-30
5.810616010647165,5.649,1.01,GOOG,2090154196992.0,0.58591,0.001521923873039,SP500,0.4071278279029377,6.0851965,0.34789002,4.504239710972325,0.0233333161413082,Communication Services,0.7802407340992688,19.291296,14.973947864822133,0.02903087253147393,Alphabet Inc. (Class C),0.5539659878203047,0.30857,60.14583648728067,0.8703225250789036,3.281318280632064,1.0,2025-05-30
5.042700891850101,6.005,0.64,MO,102094520320.0,0.70849,0.1000630257322647,SP500,0.5033251373536536,-29.111431,0.15274501,4.392006849372221,0.0127350862160353,Consumer Staples,0.7739782383562808,10.169463,9.817830864765261,0.04288795334241108,Altria,0.546956325488019,0.5044,61.71921519068519,0.8904909881266053,0.4734513358264891,1.0,2025-05-30
3.3468008480106146,3.456,1.308,AMZN,2176468123648.0,0.49158,-0.0270514547264552,SP500,0.3282365681995267,7.113463,0.2524,-0.077985896348072,0.0244085098198121,Consumer Discretionary,0.6355321480751683,33.443718,17.81433675285766,0.018044601823146985,Amazon,0.5969077389665558,0.1014,57.8748000740778,0.8686555567178331,4.094352971822133,1.0,2025-05-30
1.5505948206379745,1.515,0.78,AMCR,20874106880.0,0.20004,-0.1273026377996888,SP500,0.342943420109049,3.4171042,0.20796,-2.148235810151417,0.0153562003340241,Materials,0.332120826610956,16.267857,10.739144366874545,0.03152230674024411,Amcor,0.6740802488505377,0.059949998,45.907164782492266,0.8866513680804233,-0.0787609118744114,0.0,2025-05-30
3.4577841994217016,6.019,0.524,AEE,26265329664.0,0.49065,0.0583535489970847,SP500,0.430413626375224,2.1431255,0.10159001,0.0619681458199357,0.0129090312174034,Utilities,0.4546924740907759,21.481152,13.990735275397796,-0.09546330223437777,Ameren,0.644220757646468,0.15929,48.75690440532386,0.8696362940171656,-0.4957382313349256,0.0,2025-05-30
2.74238987034989,5.024,0.435,AEP,55283838976.0,0.47134,0.0729977344237777,SP500,0.4347185805529877,2.0227904,0.10421,1.850208879170544,0.0136108237399371,Utilities,0.5290280444564043,19.978765,12.705377287766158,-0.04884700661204675,American Electric Power,0.6244750896845976,0.13712,50.20837909056623,0.8737827977566748,-0.5577046099345893,0.0,2025-05-30
3.3200887047467234,3.347,1.239,AXP,206008188928.0,0.64315003,-0.0216376476121459,SP500,0.3650529744113685,6.6062317,0.34273,-1.836087539352956,0.0240010004250148,Financials,0.6069960544251292,20.519888,,,American Express,0.6012833608547015,0.16561002,59.26997513966048,0.87680001521302,6.2102549402917475,1.0,2025-05-30
1.8035482866333756,1.662,0.7,AIG,48780570624.0,0.32488,0.1250976251617706,SP500,0.348180438467416,1.1856667,0.057439998,1.6940958498680416,0.0165880417145274,Financials,0.9387657208766476,20.643902,5.82818500674161,0.39793765705662937,American International Group,0.5846110210753124,-0.07106,58.027164138052015,0.8846292802599373,0.379839185778863,1.0,2025-05-30
9.873427222640165,14.613,0.878,AMT,100485816320.0,0.74551004,0.0530969721510603,SP500,0.4285008543884733,28.426697,0.28421,1.4030618497101497,0.0188798358241292,Real Estate,0.5045601659027144,34.73301,22.26255377528913,0.045136842015157747,American Tower,0.6229281483678912,0.17944999,51.0869680517279,0.8221992767907341,-0.4875567686419799,0.0,2025-05-30
5.7904185714253815,8.707,0.728,AWK,27880865792.0,0.60332,0.0672712388204668,SP500,0.4314865562322747,2.6467595,0.10428,1.8522520438538288,0.0175872315996798,Utilities,0.5208479019940353,26.041895,16.111432614244187,-0.04325995702565591,American Water Works,0.6225501976583268,0.22243,50.56900681573059,0.8580596582253139,-0.3635135544362242,0.0,2025-05-30
2.681739094191006,2.467,1.27,AMP,48491208704.0,0.5662,-0.0938055042754686,SP500,0.3544167014315333,8.966282,0.58108,-1.9844091619345965,0.0215605355076925,Financials,0.5568658806404141,17.309313,,0.06860006555632835,Ameriprise Financial,0.6203644661887573,0.16558,55.74344561825835,0.8804485405732168,8.31451512620265,1.0,2025-05-30
5.948895586175307,6.247,1.124,AME,41267314688.0,0.35762,-0.0830439805075206,SP500,0.3452014083212334,4.139129,0.14964,-0.8157156461556295,0.0158450798551506,Industrials,0.5982468677932203,29.301641,19.872194796935098,0.03544540087134249,Ametek,0.6082190515089068,0.20426,56.70477103747212,0.8634177954435678,2.9139230454329947,1.0,2025-05-30
4.540705125089074,5.891,0.497,AMGN,154956103680.0,0.69068,0.0538494185799305,SP500,0.4838702129006974,24.963617,1.0567299,7.006793393580554,0.017269844328971,Health Care,1.0780827897245704,26.269825,12.78342784355343,0.084476341938956,Amgen,0.5416016241604305,0.17386,59.35046027496295,0.8568863064579864,-0.2121972957534126,0.0,2025-05-30
6.483682186108795,6.743,1.103,APH,108779331584.0,0.34414002,0.2364644890964844,SP500,0.3412261991985193,10.557643,0.27526,4.60625686663247,0.0276283242786011,Information Technology,0.9114832950425183,43.655342,25.406839170133374,0.013113359341599537,Amphenol,0.455709597956903,0.15574999,78.82649568493437,0.8505031602946747,4.07107552586632,1.0,2025-05-30
10.814835348605538,11.398,0.985,ADI,106187145216.0,0.58757997,-0.0327134816634572,SP500,0.3897357221662294,3.032983,0.05213,-5.785487703479638,0.0308936268302597,Information Technology,0.4891880624536149,57.98916,25.602156395608915,0.028085432845318014,Analog Devices,0.6553220562906048,0.18652001,54.1084088368306,0.8305017844284298,4.871063232440889,1.0,2025-05-30
11.25951746320569,10.814,1.214,ANSS,29084403712.0,0.92481005,-0.0561752928384907,SP500,0.4091953651446873,4.7065015,0.102299996,-3.697013884379134,0.017608657760013,Information Technology,0.2957081746900677,49.083088,31.81396215377118,0.026560064825440422,Ansys,0.6711641460276836,0.22948,48.36793538805056,0.8368389049239322,4.032041300546894,1.0,2025-05-30
4.9120838071088775,5.919,0.89,AON,80346955776.0,0.46750998,-0.0403136499633476,SP500,0.3903668098234306,11.480053,0.72012,3.7619538671301114,0.0147669262204171,Financials,1.1489348442474308,32.186848,18.449061463414633,0.03969503194236366,Aon plc,0.5696870459638204,0.15577,58.19955263728574,0.8594556146324335,-0.0396366050161987,0.0,2025-05-30
